순번,도서명,출판사,저자,바코드(ISBN),발행연도, 판매가격 
1767,일본의 고훈문화(日本の古墳文化),꿈과놀다,국립경주박물관,9791195645619 ,2015," 23,000 "
1768,History of HANGEUL,국립한글박물관,박부자,9791195810604 ,2015," 10,000 "
1769,"미술 속 도시, 도시 속 미술",더블유프로젝트,국립중앙박물관,8809182934637 ,2016," 3,000 "
1770,Tiger Tales : The Story of the Paradise Village Bengals,Aventura Press,Deborah Scott,9780983917908 ,2016," 34,900 "
1771,53 Korean Foods You Have To Try,한림출판사,한식재단,9781565914810 ,2016," 25,000 "
1772,Court paintings from the Joseon Dynasty,서울셀렉션,박정혜,9781624120534 ,2016," 23,000 "
1773,Brief Encounters,서울셀렉션,BrotherAnthonyofTaize,9781624120787 ,2016," 18,000 "
1774,The Golden Age of DC Comics,Taschen,Paul Levitz,9783836535731 ,2016," 71,000 "
1775,밥상지교,국립민속박물관,국립민속박물관,9788928901210 ,2016," 11,500 "
1776,삼국지연의도,국립민속박물관,국립민속박물관,9788928901241 ,2016," 10,650 "
1777,소금의 민속지,국립민속박물관,정연학,9788928901289 ,2016," 16,600 "
1778,고려인의 목소리 : 러시아 우수리스크,국립민속박물관,강경표,9788928901296 ,2016," 11,600 "
1779,"부강 포구의 뱃길, 철도 그리고 상인",국립민속박물관,오석민,9788928901470 ,2016," 7,550 "
1780,철도도시 조치원의 역사와 장시,국립민속박물관,오석민,9788928901487 ,2016," 7,550 "
1781,"한국민속예술사전 : 음악, 농악",국립민속박물관,국립민속박물관,9788928901517 ,2016," 46,100 "
1782,"때깔(時色), 우리 삶에 스민 색깔",국립민속박물관,국립민속박물관,9788928901555 ,2016," 11,400 "
1783,우리네 옛 살림집,열화당,김광언,9788930105002 ,2016," 58,000 "
1784,한국근대미술 비평사,열화당,최열,9788930105187 ,2016," 30,000 "
1785,주시경 선생 전기,열화당,김윤경,9788930105200 ,2016," 14,000 "
1786,송시열과 그들의 나라,김영사,이덕일,9788934975373 ,2016," 17,000 "
1787,Hwaseong Fortress : UNESCO World Heritage,대원사,김동욱,9788936919719 ,2016," 16,500 "
1788,한국 고대 목면과 향료의 바닷길,경인문화사,박남수,9788949911892 ,2016," 19,000 "
1789,교과서 그리기 : 초등 한국사,아울북,오현균,9788950965433 ,2016," 11,800 "
1790,한국전쟁 사진의 역사사회학 : 미군 사진부대의 활동을 중심으로,서울대학교출판문화원,정근식,9788952118134 ,2016," 25,000 "
1791,강 넘고 바다 건너 : 국가 위상과 외교,서울대학교출판문화원,송기호,9788952118240 ,2016," 26,000 "
1792,한국 석탑의 양식 기원,학연문화사,박경식,9788955083446 ,2016," 32,000 "
1793,세계유산 3 : 세계 문화유산 답사,사계절,서관순,9788958286592 ,2016," 14,000 "
1794,아틀라스 중앙유라시아사,사계절,김호동,9788958289326 ,2016," 29,800 "
1795,조선의 무인은 어떻게 싸웠을까?,인물과사상사,최형국,9788959064045 ,2016," 13,000 "
1796,사람을 사랑한 시대의 예술 조선 후기 초상화,마로니에북스,이태호,9788960533707 ,2016," 23,000 "
1797,시를 담은 그림 그림이 된 시,마로니에북스,윤철규,9788960534223 ,2016," 28,000 "
1798,맛있는 역사 : 인류의 식생활을 보다,서경문화사,국립제주박물관,9788960621831 ,2016," 13,000 "
1799,역사 무식자도 쉽게 맥을 잡는 단박에 한국사,위즈덤하우스,심용환,9788960869721 ,2016," 19,800 "
1800,권력이 묻고 이미지가 답하다,아트북스,이은기,9788961962681 ,2016," 18,000 "
1801,아무도 말하지 않은 백제 그리고 음악,주류성,이종구,9788962462654 ,2016," 20,000 "
1802,뚜벅뚜벅우리역사 신라편,진인진,,9788963473017 ,2016," 8,000 "
1803,뚜벅뚜벅 우리 역사 : 구석기시대.신석기시대 편,진인진,임상택,9788963473024 ,2016," 8,000 "
1804,가야고고학개론,진인진,중앙문화재연구원,9788963473048 ,2016," 50,000 "
1805,실크로드의 고고학,진인진,오카우치 미츠자네,9788963473062 ,2016," 15,000 "
1806,김시민의 전투일지로 임진왜란을 다시 쓰다,논형,박희봉,9788963571706 ,2016," 15,000 "
1807,호남 관군과 의병은 왜 진주성에서 목숨을 바쳤을까,논형,박희봉,9788963571713 ,2016," 3,000 "
1808,판본비교 징비록,논형,류성룡,9788963571744 ,2016," 22,000 "
1809,난생 처음 한번 공부하는 미술이야기1,사회평론,양정무,9788964358290 ,2016," 22,000 "
1810,난생 처음 한번 공부하는 미술이야기 2,사회평론,양정무,9788964358306 ,2016," 22,000 "
1811,꼬마 역사학자의 한국사 탐험 : 요리조리 살피고 꼬치꼬치 캐묻는 우리 역사,토토북,윤준기,9788964961667 ,2016," 13,000 "
1812,라틴아메리카 원주민의 어제와 오늘 : 라틴아메리카 원주민의 역,산지니,구경모,9788965453628 ,2016," 17,000 "
1813,무신과 문신,글항아리,에드워드 슐츠,9788967351359 ,2016," 18,000 "
1814,"전란으로 읽는 조선 : 반란과 전쟁, 혁명이 바꾼 조선과 동아시아",글항아리,규장각한국학연구원,9788967352981 ,2016," 19,800 "
1815,두 얼굴의 조선사 : 군자의 얼굴을 한 야만의 오백 년,글항아리,조윤민,9788967353025 ,2016," 16,000 "
1816,중앙아시아 인문학 기행,글항아리,연호탁,9788967353834 ,2016," 32,000 "
1817,"디자인 뮤지엄, 여기",안그라픽스,이현경,9788970598451 ,2016," 22,000 "
1818,Heritage 우리 국보 100,안그라픽스,Zero per Zero,9788970598482 ,2016," 13,000 "
1819,오래된 디자인,안그라픽스,박현택,9788970598703 ,2016," 15,000 "
1820,보이지 않는 디자인,안그라픽스,박현택,9788970598758 ,2016," 15,000 "
1821,지도와 사진으로 보는 더 타임스 세계사,예경,리처드 오버리,9788970845371 ,2016," 56,000 "
1822,만주에서 만난 우리 역사,한림출판사,강응천,9788970948300 ,2016," 14,500 "
1823,53가지 건강 한식,한림출판사,한식재단,9788970949000 ,2016," 25,000 "
1824,슬픈 우리 땅이름,새문사,이기봉,9788974114824 ,2016," 18,000 "
1825,세종의 서재,서해문집,송혜진,9788974838034 ,2016," 17,000 "
1826,함께 보는 한국근현대사,서해문집,역사학연구소,9788974838072 ,2016," 16,900 "
1827,정조대왕의 꿈,신구문화사,유봉학,9788976680952 ,2016," 15,000 "
1828,예나 지금이나,그린비,박성호,9788976822482 ,2016," 19,000 "
1829,한국의 금동불 1,다른세상,곽동석,9788977661820 ,2016," 28,800 "
1830,일제의 흔적을 걷다 : 남산 위에 신사 제주 아래 벙커,더난출판사,정명섭,9788984058637 ,2016," 15,000 "
1831,한글,세창미디어,홍운표,9788984116146 ,2016," 16,000 "
1832,뿌리 깊은 한국사 샘이 깊은 이야기 2,가람기획,강봉룡,9788984353275 ,2016," 35,000 "
1833,제8기후대 : 예술은 무엇을 하는가?,광주비엔날레,광주비엔날레,9788987719283 ,2016," 40,000 "
1834,The 11th Gwangju Biennale : The eighth climate : What does a,광주비엔날레,광주비엔날레,9788987719290 ,2016," 40,000 "
1835,동경삼재,산처럼,류시현,9788990062710 ,2016," 16,000 "
1836,유홍준의 한국미술사 강의 2,눌와,유홍준,9788990620613 ,2016," 33,000 "
1837,왜 세계유산일까?,눌와,강경환,9788990620804 ,2016," 15,000 "
1838,꿈꾸는 즐거움 극락,도반미디어,불교중앙박물관,9788991133839 ,2016," 38,000 "
1839,조형미의 극치 석조미술,통천문화사,강삼혜,9788991331761 ,2016," 12,000 "
1840,신안해저선에서 찾아낸 것들,그라픽네트,국립중앙박물관,9788992788823 ,2016," 38,000 "
1841,해양유물전시관,그라픽네트,국립해양문화재연구소,9788992788830 ,2016," 30,000 "
1842,미술 속 도시 도시 속 미술,그라픽네트,국립중앙박물관,9788992788847 ,2016," 38,000 "
1843,"명나라 무역선, 난아오 1호",그라픽네트,국립해양문화재연구소,9788992788854 ,2016," 35,000 "
1844,"영건, 조선 궁궐을 짓다",그라픽네트,국립고궁박물관,9788992788861 ,2016," 30,000 "
1845,아프가니스탄의 황금문화,국립박물관문화재단,김규동,9788993518382 ,2016," 27,000 "
1846,국립중앙박물관,국립중앙박물관,이영훈,9788993518399 ,2016," 38,000 "
1847,상주 북장사 괘불,국립중앙박물관,박신희,9788993773439 ,2016," 8,000 "
1848,국립대구박물관 도움책,국립대구박물관,이현태,9788993773446 ,2016," 13,000 "
1849,조선이 버린 천재들,옥당,이덕일,9788993952742 ,2016," 15,000 "
1850,제주 생활사,한그루,고광민,9788994474304 ,2016," 35,000 "
1851,왜 선한 지식인이 나쁜 정치를 할까,너머북스,이정철,9788994606446 ,2016," 29,000 "
1852,Traditional Korean Ceramics,디자인나눔,Carolyn Kyongshin Koh Choo,9788997595389 ,2016," 60,000 "
1853,눈부신 황금의 나라 신라,국립중앙박물관어린이박물관,국립중앙박물관,9788997595426 ,2016," 7,000 "
1854,흙으로 빚은 조선의 제기,국립중앙박물관,서유리,9788997595457 ,2016," 9,000 "
1855,아하! 제주도,디자인나눔,국립제주박물관,9788997595495 ,2016," 14,000 "
1856,"춘천 선사 고대문화, 예술로 꽃피우다",국립춘천박물관,국립춘천박물관,9788998234270 ,2016," 25,000 "
1857,도산서원(陶山書院,비에이디자인,국립대구박물관,9788998234287 ,2016," 23,000 "
1858,고려시대의 경주,국립경주박물관,국립경주박물관,9788998234294 ,2016," 22,000 "
1859,조선 궁중화·민화 걸작 : 문자도·책거리,예술의전당,예술의전당,9788998234300 ,2016," 35,000 "
1860,중화복식예술,비에이디자인,국립춘천박물관,9788998234317 ,2016," 20,000 "
1861,완도,"국립나주박물관,완도군,비에이디자인",국립나주박물관,9788998234324 ,2016," 30,000 "
1862,세계유산 백제 (반양장),"백제세계유산센터,국립중앙박물관",백제세계유산센터,9788998234331 ,2016," 28,000 "
1863,세계유산 백제 (양장),"백제세계유산센터,국립중앙박물관",박경도,9788998234348 ,2016," 35,000 "
1864,한일국교정상화 연구,대한민국역사박물관,이현진,9788998443078 ,2016," 15,000 "
1865,미디어와 한국현대사,대한민국역사박물관,김예란,9788998443085 ,2016," 15,000 "
1866,"대한민국의 역사, 한국화로 보다",대한민국역사박물관,송희경,9788998443108 ,2016," 12,000 "
1867,분단70년과 대한민국,대한민국역사박물관,신종대,9788998443160 ,2016," 15,000 "
1868,현대 동아시아 국가의 형성과 발전,대한민국역사박물관,윤대엽,9788998443177 ,2016," 15,000 "
1869,콩쥐 팥쥐,애플트리태일즈,한해숙,9788998482909 ,2016," 11,000 "
1870,잉카의 세계를 알다,에이케이커뮤니케이션즈,기무라 히데오,9791127400972 ,2016," 8,900 "
1871,시조로 찾아가는 문화유산,푸른사상,신웅순,9791130809724 ,2016," 22,000 "
1872,한국 고대사 1 : 고대 국가의 성립과 전개,푸른역사,송호정,9791156120827 ,2016," 15,900 "
1873,추사코드,들녘,이성현,9791159251412 ,2016," 22,000 "
1874,박트리아의 황금비보,통천문화사,V.I. 사리아니디,9791185087139 ,2016," 35,000 "
1875,단숨에 읽는 세계사,베이직북스,열린역사연구모임,9791185160337 ,2016," 14,500 "
1876,한국의 해외문화재,사회평론아카데미,안휘준,9791185617855 ,2016," 25,000 "
1877,서울의 고궁 컬러링북,프로제,프로제,9791186220108 ,2016," 15,000 "
1878,수작업으로 묘사한 조선시대 궁중행사도 컬러링,프로제,도화서,9791186220122 ,2016," 15,000 "
1879,우리 역사와 세계 역사가 만나는 한국사 연표,다할미디어,백태남,9791186306529 ,2016," 30,000 "
1880,봉이의 행복여행,다할미디어,강지선,9791186306536 ,2016," 12,000 "
1881,계수나무 줄기에 딱다구리 집,다할미디어,우덕현,9791186306543 ,2016," 15,000 "
1882,"조선의 딸, 총을 들다",인문서원,정운현,9791186542200 ,2016," 16,000 "
1883,선사에서 고려까지,느낌이있는책,고석규,9791186966075 ,2016," 18,500 "
1884,조선왕조 500년,느낌이있는책,고석규,9791186966082 ,2016," 18,500 "
1885,미술관에 간 인문학자,어바웃어북,안현배,9791187150091 ,2016," 16,000 "
1886,한일관계 50년 : 비교사적 이해,대한민국역사박물관,박철희,9791187547006 ,2016," 15,000 "
1887,주제어로 본 한국 현대사,대한민국역사박물관,김태호,9791187547037 ,2016," 15,000 "
1888,대한민국을 만든 국제회의,대한민국역사박물관,윤해동,9791187547044 ,2016," 15,000 "
1889,외교영토 넓히기 : 대한민국의 수교 역사,대한민국역사박물관,김용호,9791187547051 ,2016," 12,000 "
1890,"해방 이후 남북관계 70년 : 갈등, 화해 그리고 적응",대한민국역사박물관,허태회,9791187547082 ,2016," 12,000 "
1891,삶과 예술 속 청동이야기,국립청주박물관,신명희,9791187698005 ,2016," 29,000 "
1892,토픽 한국사 12,여문책,김용태,9791187700111 ,2016," 18,000 "
1893,경주에서 길을 찾다,스토리윤,이소윤,9791195152926 ,2016," 12,000 "
1894,"만만하게, 박물관 첫 걸음!",시소,고명지,9791195279210 ,2016," 15,000 "
1895,고조선 연구(상),만권당,윤내현,9791195326495 ,2016," 35,000 "
1896,명화와 함께 읽는 셰익스피어 20,현대지성,윌리엄셰익스피어,9791195329380 ,2016," 15,000 "
1897,한글 짝! 한글 쿵!,국립한글박물관,국립한글박물관,9791195365074 ,2016," 6,000 "
1898,슬기롭게 사이좋게,국립한글박물관,국립한글박물관,9791195365098 ,2016," 9,000 "
1899,(세계유산) 고인돌,국립광주박물관,국립광주박물관,9791195426362 ,2016," 22,000 "
1900,加耶へと向かう道 : 國立金海博物館ガイブシク,"주자소,국립김해박물관",국립김해박물관,9791195426379 ,2016," 13,000 "
1901,"기와, 공간을 만들다","주자소,국립김해박물관,한국매장문화재협회",김현희,9791195426386 ,2016," 30,000 "
1902,보존과학 우리 문화재를 지키다,국립중앙박물관,국립중앙박물관,9791195645626 ,2016," 25,000 "
1903,한일 국보 반가사유상의 만남,국립중앙박물관,이성시,9791195645657 ,2016," 10,000 "
1904,국제무역항 늑도와 하루노쓰지,국립진주박물관,국립진주박물관,9791195645664 ,2016," 30,000 "
1905,"마침내 찾은 유적 : 고대마을, 시지",국립대구박물관,국립대구박물관,9791195645695 ,2016," 37,000 "
1906,"신화와 근대, 비껴서다",아시아문화원,아시아문화원,9791195661213 ,2016," 15,000 "
1907,플라스틱 신화들,아시아문화원,아시아문화원,9791195661220 ,2016," 28,000 "
1908,장영실 (조선 최고의 과학자),아토북,조선사역사연구소,9791195701001 ,2016," 15,000 "
1909,고조선 연구(하),만권당,윤내현,9791195704903 ,2016," 38,000 "
1910,1837년 가을 어느 혼례날,국립한글박물관,김미미,9791195810635 ,2016," 9,000 "
1911,광고 언어의 힘,국립한글박물관,신하영,9791195810666 ,2016," 12,400 "
1912,까마귀의 죽음,각,김석범,9791195832507 ,2016," 19,000 "
1913,서양 활자의 역사 1,국립한글박물관,대니얼 버클리 업다이크,9791195973903 ,2016," 30,000 "
1914,인 한옥 컬러링북,GB(짐볼리쉬),이소담,9791195981205 ,2016," 23,000 "
1915,Tombstones without a Tomb,서울셀렉션,힐디 강,9781624121029 ,2017," 17,000 "
1916,Survival Korean,서울셀렉션,Irene Schokker,9781624121036 ,2017," 7,000 "
1917,National Museum of Korea : The Permanent Exhibition,국립박물관문화재단,국립중앙박물관,9781635190090 ,2017," 65,000 "
1918,한 권으로 읽는 조선왕조실록,웅진지식하우스,박영규,9788901214924 ,2017," 20,000 "
1919,명태와 황태덕장,국립민속박물관,손정수,9788928901593 ,2017," 7,400 "
1920,2017 울산 민속문화의 해 (전5권),국립민속박물관,우승하,9788928901609 ,2017," 40,700 "
1921,나도 울산사람 아잉교,국립민속박물관,국립민속박물관,9788928901654 ,2017," 8,800 "
1922,왕(王)이 사랑한 보물,국립박물관문화재단,국립중앙박물관,9788933518429 ,2017," 16,800 "
1923,조선반역실록,김영사,박영규,9788934978510 ,2017," 13,000 "
1924,조선붕당실록,김영사,박영규,9788934979258 ,2017," 13,000 "
1925,삼국유사,아이세움,일연(원작),9788937889653 ,2017," 15,000 "
1926,정조평전 : 성군의 길(상),지식산업사,한영우,9788942390335 ,2017," 18,500 "
1927,정조평전 : 성군의 길(하),지식산업사,한영우,9788942390342 ,2017," 18,500 "
1928,조선통신사 이야기,한울,나카오 히로시,9788946062368 ,2017," 16,500 "
1929,용감한 보스테리,비룡소,아셀 아야포바,9788949106007 ,2017," 12,000 "
1930,나르와 눈사람,비룡소,캅사르 투르디예바,9788949106021 ,2017," 12,000 "
1931,사랑에 빠진 공주,비룡소,라자발리 쿠드라토프,9788949106045 ,2017," 12,000 "
1932,새해는 언제 시작될까?,비룡소,두이센 케네스 오라즈베쿨리,9788949106052 ,2017," 12,000 "
1933,상에서 가장 잘 웃는 용,비룡소,라흐메트 길리조프,9788949106069 ,2017," 12,000 "
1934, Brave Bosteri,비룡소,Asel Ayapova,9788949106106 ,2017," 10,800 "
1935,Nar and the snowman,비룡소,Kavsar Turzieva,9788949106120 ,2017," 10,800 "
1936,Frincess Who Fell in Love,비룡소,Latzabali Kudratof,9788949106144 ,2017," 10,800 "
1937,The Smiling Dragon,비룡소,Rakhmmet Gilizof,9788949106168 ,2017," 10,800 "
1938,Отважный Бостери : Кыргызская ск?,비룡소,Asel Ayapova,9788949106205 ,2017," 10,800 "
1939,Нар и снеговик : Узбекская сказка,비룡소,Kavsar Turzieva,9788949106229 ,2017," 10,800 "
1940,Влюбленная прцнчесса : Таджикска,비룡소,Latzabali Kudratof,9788949106243 ,2017," 10,800 "
1941,Когда начинается Новый год? : Казахская сказка,비룡소,Duysen Kenneth Arazvjecooley,9788949106250 ,2017," 10,800 "
1942,"Дракон, удыбающийся дучше всех в",비룡소,Rakhmmet Gilizof,9788949106267 ,2017," 10,800 "
1943,고려의 성물 불복장,경인문화사,정은우,9788949943169 ,2017," 29,000 "
1944,고려시기 지방제도 연구,서울대학교출판문화원,박종진,9788952118646 ,2017," 26,000 "
1945,삼국유사 요모조모,학연문화사,이근직,9788955083729 ,2017," 17,000 "
1946,경주에서 찾은 신라의 불국토,학연문화사,이근직,9788955083736 ,2017," 18,000 "
1947,신라인은 삼국 통일을 말하지 않았다,학고재,신형준,9788956253558 ,2017," 18,000 "
1948,군자들의 행진,아카넷,이황직,9788957335482 ,2017," 28,000 "
1949,조선의 한글편지,다운샘,박정숙,9788958173984 ,2017," 30,000 "
1950,간신의 민낯,청년정신,이정근,9788958611653 ,2017," 14,000 "
1951,김영나의 서양미술사 100,효형출판,김영나,9788958721567 ,2017," 24,000 "
1952,한국 정치ㆍ행정의 역사와 유교 : 유교관료제의 형성과 유자관료,태학사,박병련,9788959669325 ,2017," 25,000 "
1953,접경의 아이덴티티 동해와 신석기문화,서경문화사,김재윤,9788960621930 ,2017," 20,000 "
1954,한국 고대 도교,서경문화사,장인성,9788960622012 ,2017," 19,000 "
1955,법치국가 조선의 탄생,이학사,김백철,9788961473149 ,2017," 32,000 "
1956,고구려의 평양과 그 여운,주류성,임찬경,9788962463002 ,2017," 20,000 "
1957,우리시대의 한국고대사 1,주류성,한국고대사학회,9788962463040 ,2017," 16,000 "
1958,우리시대의 한국고대사 2,주류성,한국고대사학회,9788962463057 ,2017," 16,000 "
1959,압록과 고려의 북계 : 봉황성 서쪽에 압록강이 또 있다는 것인가,주류성,윤한택,9788962463255 ,2017," 20,000 "
1960,병자년 남한산성 항전일기,주류성,나만갑,9788962463262 ,2017," 18,000 "
1961,신라고고학개론(상),진인진,중앙문화재연구원,9788963473192 ,2017," 45,000 "
1962,신라고고학개론(하),진인진,중앙문화재연구원,9788963473208 ,2017," 45,000 "
1963,그림 이야기한국사 1,거인,한지연,9788963791579 ,2017," 10,000 "
1964,용선생 만화 한국사 1 : 우리 역사의 시작,사회평론,정상민,9788964359167 ,2017," 11,000 "
1965,용선생 만화 한국사 2 : 삼국 시대(1),사회평론,정상민,9788964359174 ,2017," 11,000 "
1966,용선생 만화 한국사 3 : 삼국 시대(2),사회평론,정상민,9788964359181 ,2017," 11,000 "
1967,용선생 만화 한국사 4 : 남북국 시대,사회평론,박동명,9788964359198 ,2017," 11,000 "
1968,용선생 만화 한국사 5 : 고려 시대(1),사회평론,박동명,9788964359204 ,2017," 11,000 "
1969,용선생 만화 한국사 6 : 고려 시대(2),사회평론,송용운,9788964359211 ,2017," 11,000 "
1970,용선생 만화 한국사 7 : 조선 시대(1),사회평론,송용운,9788964359228 ,2017," 11,000 "
1971,용선생 만화 한국사 8 : 조선 시대(2),사회평론,송용운,9788964359235 ,2017," 11,000 "
1972,용선생 만화 한국사 9 : 조선 시대(3),사회평론,정윤희,9788964359242 ,2017," 11,000 "
1973,용선생 만화 한국사 10 : 개항기,사회평론,이홍석,9788964359259 ,2017," 11,000 "
1974,용선생 만화 한국사 11 : 일제 강점기,사회평론,송용운,9788964359266 ,2017," 11,000 "
1975,용선생 만화 한국사 12 : 현대,사회평론,송용운,9788964359273 ,2017," 11,000 "
1976,난생 처음 한번 공부하는 미술이야기3,사회평론,양정무,9788964359402 ,2017," 17,000 "
1977,난생 처음 한번 공부하는 미술이야기4,사회평론,양정무,9788964359419 ,2017," 19,000 "
1978,아름다운 나라 백제,휴먼어린이,이현,9788965913436 ,2017," 13,000 "
1979,모멸의 조선사 : 지배 권력에 맞선 백성의 열 가지 얼굴,글항아리,조윤민,9788967354558 ,2017," 18,000 "
1980,끌리는 박물관,예경,매기 퍼거슨,9788970845418 ,2017," 14,000 "
1981,음식디미방과 조선시대 음식문화,경북대학교출판부,남권희,9788971804605 ,2017," 23,000 "
1982,해설 대동여지도,진선출판사,김정호,9788972219811 ,2017," 48,000 "
1983,한글 대동여지도,진선출판사,김정호,9788972219903 ,2017," 18,000 "
1984,한국사,새문사,고려대학교 한국사연구소,9788974114961 ,2017," 31,000 "
1985,조선 시대 사람들은 어떻게 살았나요?,다섯수레,송찬섭,9788974784119 ,2017," 13,000 "
1986,조선은 어떻게 세계 최대 기록 문화유산을 남겼나요?,다섯수레,송찬섭,9788974784133 ,2017," 13,000 "
1987,이혼 법정에 선 식민지 조선 여성들 : 근대적 이혼제도의 도입과,역사비평사,소현숙,9788976961389 ,2017," 35,000 "
1988,한국 고대사와 사이비역사학,역사비평사,젊은역사학자모임,9788976965493 ,2017," 15,000 "
1989,한국 고대사 산책,역사비평사,한국역사연구회,9788976965509 ,2017," 22,000 "
1990,새로 쓰는 고조선 역사,내일을여는책,박경순,9788977460706 ,2017," 20,000 "
1991,한국의 서원 : 넓고 깊은 사색의 세계,다른세상,허균,9788977661929 ,2017," 15,000 "
1992,신사임당,나무숲,조용진,9788989004400 ,2017," 13,000 "
1993,다시찾는 우리역사 1,경세원,한영우,9788983411136 ,2017," 17,000 "
1994,다시찾는 우리역사 2,경세원,한영우,9788983411143 ,2017," 17,000 "
1995,신사임당 : 풀과 벌레를 즐겨 그린 화가,나무숲,조용진,9788989004400 ,2017," 13,000 "
1996,홍순민의 한양읽기 : 도성,눌와,홍순민,9788990620941 ,2017," 27,000 "
1997,장콩 선생님과 함께 묻고 답하는 한국사 카페 2,북멘토,장용준,9788992410052 ,2017," 13,000 "
1998,마음이 곧 부처,그라픽네트,김아름,9788992788878 ,2017," 33,000 "
1999,국립춘천박물관 강원의 역사와 문화,그라픽네트,국립춘천박물관,9788992788908 ,2017," 35,000 "
2000,부여 송국리,그라픽네트,국립부여박물관,9788992788915 ,2017," 30,000 "
2001,삼별초와 동아시아,그라픽네트,국립제주박물관,9788992788922 ,2017," 35,000 "
2002,아라비아의 길,국립박물관문화재단,국립중앙박물관,9788993518405 ,2017," 30,000 "
2003,"프랑스 근현대 복식, 단추로 풀다",국립박물관문화재단,권유진,9788993518412 ,2017," 28,000 "
2004,쇠·철·강 : 철의 문화사 (대도록),국립박물관문화재단,국립중앙박물관,9788993518436 ,2017," 33,000 "
2005,쇠·철·강 : 철의 문화사 (소도록),국립박물관문화재단,국립중앙박물관,9788993518443 ,2017," 7,800 "
2006,예르미타시박물관展 : 겨울 궁전에서 온 프랑스 미술,국립박물관문화재단,Natalia Serebriannaia,9788993518450 ,2017," 27,000 "
2007,한일 금동 반가사유상,국립박물관문화재단,민병찬,9788993518467 ,2017," 45,000 "
2008,國立中央博物館,국립박물관문화재단,국립중앙박물관,9788993518481 ,2017," 55,000 "
2009,國立中央博物館,국립박물관문화재단,국립중앙박물관,9788993518498 ,2017," 55,000 "
2010,국립청주박물관,국립청주박물관,윤종균,9788993719727 ,2017," 35,000 "
2011,고성 옥천사 괘불,국립중앙박물관,국립중앙박물관,9788993773460 ,2017," 10,000 "
2012,청풍명월의 빛,"국립청주박물관,충청북도박물관협의회",국립청주박물관,9788993773477 ,2017," 30,000 "
2013,백제 왕흥사 : 정유년에 창왕을 다시 만나다,국립부여문화재연구소,이주헌,9788993773484 ,2017," 28,000 "
2014,"제주 유학의 큰 스승, 부해 안병택","디자인공방,국립제주박물관",오연숙,9788993773491 ,2017," 25,000 "
2015,Daegu National Museum Handbook,국립대구박물관,국립대구박물관,9788993773507 ,2017," 13,000 "
2016,밀양 : 특별전시,국립김해박물관,김현희,9788993773514 ,2017," 38,000 "
2017,왕이라는 유산,너머북스,김자현,9788994606484 ,2017," 25,000 "
2018,안중근의 마지막 유언,서울셀렉션,문영숙,9788997639687 ,2017," 11,000 "
2019,대한민국역사박물관 상설전시도록,디자인인트로,대한민국역사박물관,9788997748402 ,2017," 25,000 "
2020,"선인들의 마음, 보물이 되다","문화재청,국립중앙박물관",문화재청,9788997748419 ,2017," 20,000 "
2021,순간의 풍경들 청구영언 한글 노랫말 이야기,국립한글박물관,추난영,9788997748464 ,2017," 25,000 "
2022,마지막 황실의 추억,유아이북스,이해경,9788998156725 ,2017," 15,000 "
2023,한 뼘으로 보는 미륵사지,국립미륵사지유물전시관,송현경,9788998234355 ,2017," 12,000 "
2024,깨달음을 찾는 소리 소리로 찾은 진리,비에이디자인,국립대구박물관,9788998234379 ,2017," 22,000 "
2025,내가 사랑한 백제,다산북스,이병호,9791130615059 ,2017," 18,000 "
2026,"한국문화, 한눈에 보인다",푸른사상,조동일,9791130812069 ,2017," 18,000 "
2027,왕으로 산다는 것,매일경제신문사,신병주,9791155425107 ,2017," 19,000 "
2028,라틴아메리카 : 다시 떠오르는 엘도라도,이지출판,최연충,9791155550687 ,2017," 18,000 "
2029,오주석의 한국의 미 특강,푸른역사,오주석,9791156120964 ,2017," 25,000 "
2030,딸에게 들려주는 역사 이야기 1,푸른역사,김형민,9791156120995 ,2017," 15,000 "
2031,딸에게 들려주는 역사 이야기 2,푸른역사,김형민,9791156121008 ,2017," 15,000 "
2032,고려시대사 1 : 정치와 경제,푸른역사,김인호,9791156121022 ,2017," 17,500 "
2033,광야에 선 민족시인  이육사,역사공간,김희곤,9791157071494 ,2017," 13,000 "
2034,치아 고고학으로 본 한국인의 기원,맑은샘,방민규,9791157782536 ,2017," 15,000 "
2035,난중일기(한글+한문),마음산책,이순신,9791159033964 ,2017," 12,800 "
2036,백범일지,더스토리,김구,9791159037917 ,2017," 9,800 "
2037,징비록 : 국보 132호,"미르북컴퍼니,더스토리",류성룡,9791159037955 ,2017," 7,700 "
2038,그림과 사진으로 보는 다문화 한국사 이야기,선인,중앙대학교 문화콘텐츠 기술연구원,9791160681239 ,2017," 14,000 "
2039,단박에 한국사 : 현대편,위즈덤하우스,심용환,9791162201435 ,2017," 19,800 "
2040,난생 처음 한번 공부하는 미술이야기5,사회평록,양정무,9791162730249 ,2017," 20,000 "
2041,난생 처음 한번 공부하는 미술이야기 6,사회평론,양정무,9791162730829 ,2017," 25,000 "
2042,옛 중국인의 생활과 공예품,국립중앙박물관,국립중앙박물관,9791185087153 ,2017," 10,000 "
2043,국립김해박물관 : 나무이야기,"통천문화사,국립김해박물관",국립김해박물관,9791185087160 ,2017," 20,000 "
2044,國立慶州博物館,"통천문화사,국립경주박물관",국립경주박물관,9791185087177 ,2017," 33,000 "
